Metodo,Base,Variavel,Media,Desvio_Padrao,Minimo,Maximo
RAW,01-Credit Card Fraud Detection,concavity1,NA,NA,NA,NA
RAW,01-Credit Card Fraud Detection,concave_points1,NA,NA,NA,NA
RAW,01-Credit Card Fraud Detection,symmetry1,NA,NA,NA,NA
RAW,01-Credit Card Fraud Detection,fractal_dimension1,NA,NA,NA,NA
RAW,01-Credit Card Fraud Detection,radius2,NA,NA,NA,NA
RAW,01-Credit Card Fraud Detection,texture2,NA,NA,NA,NA
RAW,01-Credit Card Fraud Detection,perimeter2,NA,NA,NA,NA
RAW,01-Credit Card Fraud Detection,area2,NA,NA,NA,NA
RAW,01-Credit Card Fraud Detection,smoothness2,NA,NA,NA,NA
RAW,01-Credit Card Fraud Detection,compactness2,NA,NA,NA,NA
RAW,01-Credit Card Fraud Detection,concavity2,NA,NA,NA,NA
RAW,01-Credit Card Fraud Detection,concave_points2,NA,NA,NA,NA
RAW,01-Credit Card Fraud Detection,symmetry2,NA,NA,NA,NA
RAW,01-Credit Card Fraud Detection,fractal_dimension2,NA,NA,NA,NA
RAW,01-Credit Card Fraud Detection,radius3,NA,NA,NA,NA
RAW,01-Credit Card Fraud Detection,texture3,NA,NA,NA,NA
RAW,01-Credit Card Fraud Detection,perimeter3,NA,NA,NA,NA
RAW,01-Credit Card Fraud Detection,area3,NA,NA,NA,NA
RAW,01-Credit Card Fraud Detection,smoothness3,NA,NA,NA,NA
RAW,01-Credit Card Fraud Detection,compactness3,NA,NA,NA,NA
RAW,01-Credit Card Fraud Detection,concavity3,NA,NA,NA,NA
RAW,01-Credit Card Fraud Detection,concave_points3,NA,NA,NA,NA
RAW,01-Credit Card Fraud Detection,symmetry3,NA,NA,NA,NA
RAW,01-Credit Card Fraud Detection,fractal_dimension3,NA,NA,NA,NA
RAW,01-Credit Card Fraud Detection,pregnancies,NA,NA,NA,NA
RAW,01-Credit Card Fraud Detection,glucose,NA,NA,NA,NA
RAW,01-Credit Card Fraud Detection,bloodpressure,NA,NA,NA,NA
RAW,01-Credit Card Fraud Detection,skinthickness,NA,NA,NA,NA
RAW,01-Credit Card Fraud Detection,insulin,NA,NA,NA,NA
RAW,01-Credit Card Fraud Detection,bmi,NA,NA,NA,NA
RAW,01-Credit Card Fraud Detection,diabetespedigreefunction,NA,NA,NA,NA
RAW,01-Credit Card Fraud Detection,age,NA,NA,NA,NA
RAW,01-Credit Card Fraud Detection,attribute01,NA,NA,NA,NA
RAW,01-Credit Card Fraud Detection,attribute02,NA,NA,NA,NA
RAW,01-Credit Card Fraud Detection,attribute03,NA,NA,NA,NA
RAW,01-Credit Card Fraud Detection,attribute04,NA,NA,NA,NA
RAW,01-Credit Card Fraud Detection,attribute05,NA,NA,NA,NA
RAW,01-Credit Card Fraud Detection,attribute06,NA,NA,NA,NA
RAW,01-Credit Card Fraud Detection,attribute07,NA,NA,NA,NA
RAW,01-Credit Card Fraud Detection,attribute08,NA,NA,NA,NA
RAW,01-Credit Card Fraud Detection,attribute09,NA,NA,NA,NA
RAW,01-Credit Card Fraud Detection,attribute10,NA,NA,NA,NA
RAW,01-Credit Card Fraud Detection,attribute11,NA,NA,NA,NA
RAW,01-Credit Card Fraud Detection,attribute12,NA,NA,NA,NA
RAW,01-Credit Card Fraud Detection,attribute13,NA,NA,NA,NA
RAW,01-Credit Card Fraud Detection,attribute14,NA,NA,NA,NA
RAW,01-Credit Card Fraud Detection,attribute15,NA,NA,NA,NA
RAW,01-Credit Card Fraud Detection,attribute16,NA,NA,NA,NA
RAW,01-Credit Card Fraud Detection,attribute17,NA,NA,NA,NA
RAW,01-Credit Card Fraud Detection,attribute18,NA,NA,NA,NA
RAW,01-Credit Card Fraud Detection,attribute19,NA,NA,NA,NA
RAW,01-Credit Card Fraud Detection,attribute20,NA,NA,NA,NA
RAW,01-Credit Card Fraud Detection,attribute21,NA,NA,NA,NA
RAW,01-Credit Card Fraud Detection,attribute22,NA,NA,NA,NA
RAW,01-Credit Card Fraud Detection,attribute23,NA,NA,NA,NA
RAW,01-Credit Card Fraud Detection,attribute24,NA,NA,NA,NA
RAW,01-Credit Card Fraud Detection,attribute25,NA,NA,NA,NA
RAW,01-Credit Card Fraud Detection,attribute26,NA,NA,NA,NA
RAW,01-Credit Card Fraud Detection,attribute27,NA,NA,NA,NA
RAW,01-Credit Card Fraud Detection,attribute28,NA,NA,NA,NA
RAW,01-Credit Card Fraud Detection,attribute29,NA,NA,NA,NA
RAW,01-Credit Card Fraud Detection,attribute30,NA,NA,NA,NA
RAW,01-Credit Card Fraud Detection,attribute31,NA,NA,NA,NA
RAW,01-Credit Card Fraud Detection,attribute32,NA,NA,NA,NA
RAW,01-Credit Card Fraud Detection,attribute33,NA,NA,NA,NA
RAW,01-Credit Card Fraud Detection,attribute34,NA,NA,NA,NA
RAW,01-Credit Card Fraud Detection,aa,NA,NA,NA,NA
RAW,01-Credit Card Fraud Detection,ao,NA,NA,NA,NA
RAW,01-Credit Card Fraud Detection,dcl,NA,NA,NA,NA
RAW,01-Credit Card Fraud Detection,iy,NA,NA,NA,NA
RAW,01-Credit Card Fraud Detection,sh,NA,NA,NA,NA
RAW,01-Credit Card Fraud Detection,0,NA,NA,NA,NA
RAW,01-Credit Card Fraud Detection,1,NA,NA,NA,NA
RAW,01-Credit Card Fraud Detection,2,NA,NA,NA,NA
RAW,01-Credit Card Fraud Detection,3,NA,NA,NA,NA
RAW,01-Credit Card Fraud Detection,4,NA,NA,NA,NA
RAW,01-Credit Card Fraud Detection,5,NA,NA,NA,NA
RAW,01-Credit Card Fraud Detection,6,NA,NA,NA,NA
RAW,01-Credit Card Fraud Detection,7,NA,NA,NA,NA
RAW,01-Credit Card Fraud Detection,8,NA,NA,NA,NA
RAW,01-Credit Card Fraud Detection,9,NA,NA,NA,NA
RAW,01-Credit Card Fraud Detection,10,NA,NA,NA,NA
RAW,01-Credit Card Fraud Detection,11,NA,NA,NA,NA
RAW,01-Credit Card Fraud Detection,12,NA,NA,NA,NA
RAW,01-Credit Card Fraud Detection,13,NA,NA,NA,NA
RAW,01-Credit Card Fraud Detection,14,NA,NA,NA,NA
RAW,01-Credit Card Fraud Detection,15,NA,NA,NA,NA
RAW,01-Credit Card Fraud Detection,16,NA,NA,NA,NA
RAW,01-Credit Card Fraud Detection,17,NA,NA,NA,NA
RAW,01-Credit Card Fraud Detection,18,NA,NA,NA,NA
RAW,01-Credit Card Fraud Detection,19,NA,NA,NA,NA
RAW,01-Credit Card Fraud Detection,20,NA,NA,NA,NA
RAW,01-Credit Card Fraud Detection,21,NA,NA,NA,NA
RAW,01-Credit Card Fraud Detection,22,NA,NA,NA,NA
RAW,01-Credit Card Fraud Detection,23,NA,NA,NA,NA
RAW,01-Credit Card Fraud Detection,24,NA,NA,NA,NA
RAW,01-Credit Card Fraud Detection,25,NA,NA,NA,NA
RAW,01-Credit Card Fraud Detection,26,NA,NA,NA,NA
RAW,01-Credit Card Fraud Detection,27,NA,NA,NA,NA
RAW,01-Credit Card Fraud Detection,28,NA,NA,NA,NA
RAW,01-Credit Card Fraud Detection,29,NA,NA,NA,NA
RAW,01-Credit Card Fraud Detection,30,NA,NA,NA,NA
RAW,01-Credit Card Fraud Detection,31,NA,NA,NA,NA
RAW,01-Credit Card Fraud Detection,32,NA,NA,NA,NA
RAW,01-Credit Card Fraud Detection,33,NA,NA,NA,NA
RAW,01-Credit Card Fraud Detection,34,NA,NA,NA,NA
RAW,01-Credit Card Fraud Detection,35,NA,NA,NA,NA
RAW,01-Credit Card Fraud Detection,36,NA,NA,NA,NA
RAW,01-Credit Card Fraud Detection,37,NA,NA,NA,NA
RAW,01-Credit Card Fraud Detection,38,NA,NA,NA,NA
RAW,01-Credit Card Fraud Detection,39,NA,NA,NA,NA
RAW,01-Credit Card Fraud Detection,40,NA,NA,NA,NA
RAW,01-Credit Card Fraud Detection,41,NA,NA,NA,NA
RAW,01-Credit Card Fraud Detection,42,NA,NA,NA,NA
RAW,01-Credit Card Fraud Detection,43,NA,NA,NA,NA
RAW,01-Credit Card Fraud Detection,44,NA,NA,NA,NA
RAW,01-Credit Card Fraud Detection,45,NA,NA,NA,NA
RAW,01-Credit Card Fraud Detection,46,NA,NA,NA,NA
RAW,01-Credit Card Fraud Detection,48,NA,NA,NA,NA
RAW,01-Credit Card Fraud Detection,49,NA,NA,NA,NA
RAW,02-Breast Cancer Wisconsin (Diagnostic),time,NA,NA,NA,NA
RAW,02-Breast Cancer Wisconsin (Diagnostic),v1,NA,NA,NA,NA
RAW,02-Breast Cancer Wisconsin (Diagnostic),v2,NA,NA,NA,NA
RAW,02-Breast Cancer Wisconsin (Diagnostic),v3,NA,NA,NA,NA
RAW,02-Breast Cancer Wisconsin (Diagnostic),v4,NA,NA,NA,NA
RAW,02-Breast Cancer Wisconsin (Diagnostic),v5,NA,NA,NA,NA
RAW,02-Breast Cancer Wisconsin (Diagnostic),v6,NA,NA,NA,NA
RAW,02-Breast Cancer Wisconsin (Diagnostic),v7,NA,NA,NA,NA
RAW,02-Breast Cancer Wisconsin (Diagnostic),v8,NA,NA,NA,NA
RAW,02-Breast Cancer Wisconsin (Diagnostic),v9,NA,NA,NA,NA
RAW,02-Breast Cancer Wisconsin (Diagnostic),v10,NA,NA,NA,NA
RAW,02-Breast Cancer Wisconsin (Diagnostic),v11,NA,NA,NA,NA
RAW,02-Breast Cancer Wisconsin (Diagnostic),v12,NA,NA,NA,NA
RAW,02-Breast Cancer Wisconsin (Diagnostic),v13,NA,NA,NA,NA
RAW,02-Breast Cancer Wisconsin (Diagnostic),v14,NA,NA,NA,NA
RAW,02-Breast Cancer Wisconsin (Diagnostic),v15,NA,NA,NA,NA
RAW,02-Breast Cancer Wisconsin (Diagnostic),v16,NA,NA,NA,NA
RAW,02-Breast Cancer Wisconsin (Diagnostic),v17,NA,NA,NA,NA
RAW,02-Breast Cancer Wisconsin (Diagnostic),v18,NA,NA,NA,NA
RAW,02-Breast Cancer Wisconsin (Diagnostic),v19,NA,NA,NA,NA
RAW,02-Breast Cancer Wisconsin (Diagnostic),v20,NA,NA,NA,NA
RAW,02-Breast Cancer Wisconsin (Diagnostic),v21,NA,NA,NA,NA
RAW,02-Breast Cancer Wisconsin (Diagnostic),v22,NA,NA,NA,NA
RAW,02-Breast Cancer Wisconsin (Diagnostic),v23,NA,NA,NA,NA
RAW,02-Breast Cancer Wisconsin (Diagnostic),v24,NA,NA,NA,NA
RAW,02-Breast Cancer Wisconsin (Diagnostic),v25,NA,NA,NA,NA
RAW,02-Breast Cancer Wisconsin (Diagnostic),v26,NA,NA,NA,NA
RAW,02-Breast Cancer Wisconsin (Diagnostic),v27,NA,NA,NA,NA
RAW,02-Breast Cancer Wisconsin (Diagnostic),v28,NA,NA,NA,NA
RAW,02-Breast Cancer Wisconsin (Diagnostic),amount,NA,NA,NA,NA
RAW,02-Breast Cancer Wisconsin (Diagnostic),radius1,14.120491197183098,3.5234162139180856,6.981,28.11
RAW,02-Breast Cancer Wisconsin (Diagnostic),texture1,19.305334507042254,4.288506138123862,9.71,39.28
RAW,02-Breast Cancer Wisconsin (Diagnostic),perimeter1,91.91475352112676,24.285848078054798,43.79,188.5
RAW,02-Breast Cancer Wisconsin (Diagnostic),area1,654.2797535211267,351.92375115413023,143.5,2501
RAW,02-Breast Cancer Wisconsin (Diagnostic),smoothness1,0.09632147887323944,0.01404600813563377,0.05263,0.1634
RAW,02-Breast Cancer Wisconsin (Diagnostic),compactness1,0.10403595070422535,0.05235523262166655,0.01938,0.3454
RAW,02-Breast Cancer Wisconsin (Diagnostic),concavity1,0.08842730757042254,0.07929422163702372,0,0.4268
RAW,02-Breast Cancer Wisconsin (Diagnostic),concave_points1,0.048746292253521124,0.03861716558335444,0,0.2012
RAW,02-Breast Cancer Wisconsin (Diagnostic),symmetry1,0.1810549295774648,0.027319415291087102,0.106,0.304
RAW,02-Breast Cancer Wisconsin (Diagnostic),fractal_dimension1,0.06276959507042254,0.0070348621181177415,0.04996,0.09744
RAW,02-Breast Cancer Wisconsin (Diagnostic),radius2,0.4039575704225352,0.2760384768806728,0.1115,2.873
RAW,02-Breast Cancer Wisconsin (Diagnostic),texture2,1.2174019366197184,0.5519793190791918,0.3602,4.885
RAW,02-Breast Cancer Wisconsin (Diagnostic),perimeter2,2.855983626760563,2.009288449982752,0.757,21.98
RAW,02-Breast Cancer Wisconsin (Diagnostic),area2,40.13802464788733,45.28240621601191,6.802,542.2
RAW,02-Breast Cancer Wisconsin (Diagnostic),smoothness2,0.007042109154929577,0.003005043347849698,0.001713,0.03113
RAW,02-Breast Cancer Wisconsin (Diagnostic),compactness2,0.025436656690140846,0.01789658224502674,0.002252,0.1354
RAW,02-Breast Cancer Wisconsin (Diagnostic),concavity2,0.03185527218309859,0.030198722665969183,0,0.396
RAW,02-Breast Cancer Wisconsin (Diagnostic),concave_points2,0.011788964788732394,0.006173349515916911,0,0.05279
RAW,02-Breast Cancer Wisconsin (Diagnostic),symmetry2,0.020525595070422537,0.008264041148696428,0.007882,0.07895
RAW,02-Breast Cancer Wisconsin (Diagnostic),fractal_dimension2,0.003790681866197183,0.002646484413208044,8.948e-4,0.02984
RAW,02-Breast Cancer Wisconsin (Diagnostic),radius3,16.253149647887323,4.822319933594194,7.93,36.04
RAW,02-Breast Cancer Wisconsin (Diagnostic),texture3,25.691919014084508,6.1416615024817505,12.02,49.54
RAW,02-Breast Cancer Wisconsin (Diagnostic),perimeter3,107.1250528169014,33.474687127799776,50.41,251.2
RAW,02-Breast Cancer Wisconsin (Diagnostic),area3,878.5788732394366,567.8462669319659,185.2,4254
RAW,02-Breast Cancer Wisconsin (Diagnostic),smoothness3,0.13231607394366196,0.02281812861637881,0.07117,0.2226
RAW,02-Breast Cancer Wisconsin (Diagnostic),compactness3,0.25354086267605636,0.1565231553395712,0.02729,1.058
RAW,02-Breast Cancer Wisconsin (Diagnostic),concavity3,0.27141434330985914,0.20798858995920191,0,1.252
RAW,02-Breast Cancer Wisconsin (Diagnostic),concave_points3,0.1143407411971831,0.06548424840654654,0,0.291
RAW,02-Breast Cancer Wisconsin (Diagnostic),symmetry3,0.2897762323943662,0.06150820838436844,0.1565,0.6638
RAW,02-Breast Cancer Wisconsin (Diagnostic),fractal_dimension3,0.08388427816901409,0.018017382401831948,0.05504,0.2075
RAW,02-Breast Cancer Wisconsin (Diagnostic),pregnancies,NA,NA,NA,NA
RAW,02-Breast Cancer Wisconsin (Diagnostic),glucose,NA,NA,NA,NA
RAW,02-Breast Cancer Wisconsin (Diagnostic),bloodpressure,NA,NA,NA,NA
RAW,02-Breast Cancer Wisconsin (Diagnostic),skinthickness,NA,NA,NA,NA
RAW,02-Breast Cancer Wisconsin (Diagnostic),insulin,NA,NA,NA,NA
RAW,02-Breast Cancer Wisconsin (Diagnostic),bmi,NA,NA,NA,NA
RAW,02-Breast Cancer Wisconsin (Diagnostic),diabetespedigreefunction,NA,NA,NA,NA
RAW,02-Breast Cancer Wisconsin (Diagnostic),age,NA,NA,NA,NA
RAW,02-Breast Cancer Wisconsin (Diagnostic),attribute01,NA,NA,NA,NA
RAW,02-Breast Cancer Wisconsin (Diagnostic),attribute02,NA,NA,NA,NA
RAW,02-Breast Cancer Wisconsin (Diagnostic),attribute03,NA,NA,NA,NA
RAW,02-Breast Cancer Wisconsin (Diagnostic),attribute04,NA,NA,NA,NA
RAW,02-Breast Cancer Wisconsin (Diagnostic),attribute05,NA,NA,NA,NA
RAW,02-Breast Cancer Wisconsin (Diagnostic),attribute06,NA,NA,NA,NA
RAW,02-Breast Cancer Wisconsin (Diagnostic),attribute07,NA,NA,NA,NA
RAW,02-Breast Cancer Wisconsin (Diagnostic),attribute08,NA,NA,NA,NA
RAW,02-Breast Cancer Wisconsin (Diagnostic),attribute09,NA,NA,NA,NA
RAW,02-Breast Cancer Wisconsin (Diagnostic),attribute10,NA,NA,NA,NA
RAW,02-Breast Cancer Wisconsin (Diagnostic),attribute11,NA,NA,NA,NA
RAW,02-Breast Cancer Wisconsin (Diagnostic),attribute12,NA,NA,NA,NA
RAW,02-Breast Cancer Wisconsin (Diagnostic),attribute13,NA,NA,NA,NA
RAW,02-Breast Cancer Wisconsin (Diagnostic),attribute14,NA,NA,NA,NA
RAW,02-Breast Cancer Wisconsin (Diagnostic),attribute15,NA,NA,NA,NA
RAW,02-Breast Cancer Wisconsin (Diagnostic),attribute16,NA,NA,NA,NA
RAW,02-Breast Cancer Wisconsin (Diagnostic),attribute17,NA,NA,NA,NA
RAW,02-Breast Cancer Wisconsin (Diagnostic),attribute18,NA,NA,NA,NA
RAW,02-Breast Cancer Wisconsin (Diagnostic),attribute19,NA,NA,NA,NA
RAW,02-Breast Cancer Wisconsin (Diagnostic),attribute20,NA,NA,NA,NA
RAW,02-Breast Cancer Wisconsin (Diagnostic),attribute21,NA,NA,NA,NA
RAW,02-Breast Cancer Wisconsin (Diagnostic),attribute22,NA,NA,NA,NA
RAW,02-Breast Cancer Wisconsin (Diagnostic),attribute23,NA,NA,NA,NA
RAW,02-Breast Cancer Wisconsin (Diagnostic),attribute24,NA,NA,NA,NA
RAW,02-Breast Cancer Wisconsin (Diagnostic),attribute25,NA,NA,NA,NA
RAW,02-Breast Cancer Wisconsin (Diagnostic),attribute26,NA,NA,NA,NA
RAW,02-Breast Cancer Wisconsin (Diagnostic),attribute27,NA,NA,NA,NA
RAW,02-Breast Cancer Wisconsin (Diagnostic),attribute28,NA,NA,NA,NA
RAW,02-Breast Cancer Wisconsin (Diagnostic),attribute29,NA,NA,NA,NA
RAW,02-Breast Cancer Wisconsin (Diagnostic),attribute30,NA,NA,NA,NA
RAW,02-Breast Cancer Wisconsin (Diagnostic),attribute31,NA,NA,NA,NA
RAW,02-Breast Cancer Wisconsin (Diagnostic),attribute32,NA,NA,NA,NA
RAW,02-Breast Cancer Wisconsin (Diagnostic),attribute33,NA,NA,NA,NA
RAW,02-Breast Cancer Wisconsin (Diagnostic),attribute34,NA,NA,NA,NA
RAW,02-Breast Cancer Wisconsin (Diagnostic),aa,NA,NA,NA,NA
RAW,02-Breast Cancer Wisconsin (Diagnostic),ao,NA,NA,NA,NA
RAW,02-Breast Cancer Wisconsin (Diagnostic),dcl,NA,NA,NA,NA
RAW,02-Breast Cancer Wisconsin (Diagnostic),iy,NA,NA,NA,NA
RAW,02-Breast Cancer Wisconsin (Diagnostic),sh,NA,NA,NA,NA
RAW,02-Breast Cancer Wisconsin (Diagnostic),0,NA,NA,NA,NA
RAW,02-Breast Cancer Wisconsin (Diagnostic),1,NA,NA,NA,NA
RAW,02-Breast Cancer Wisconsin (Diagnostic),2,NA,NA,NA,NA
RAW,02-Breast Cancer Wisconsin (Diagnostic),3,NA,NA,NA,NA
RAW,02-Breast Cancer Wisconsin (Diagnostic),4,NA,NA,NA,NA
RAW,02-Breast Cancer Wisconsin (Diagnostic),5,NA,NA,NA,NA
RAW,02-Breast Cancer Wisconsin (Diagnostic),6,NA,NA,NA,NA
RAW,02-Breast Cancer Wisconsin (Diagnostic),7,NA,NA,NA,NA
RAW,02-Breast Cancer Wisconsin (Diagnostic),8,NA,NA,NA,NA
RAW,02-Breast Cancer Wisconsin (Diagnostic),9,NA,NA,NA,NA
RAW,02-Breast Cancer Wisconsin (Diagnostic),10,NA,NA,NA,NA
RAW,02-Breast Cancer Wisconsin (Diagnostic),11,NA,NA,NA,NA
RAW,02-Breast Cancer Wisconsin (Diagnostic),12,NA,NA,NA,NA
RAW,02-Breast Cancer Wisconsin (Diagnostic),13,NA,NA,NA,NA
RAW,02-Breast Cancer Wisconsin (Diagnostic),14,NA,NA,NA,NA
RAW,02-Breast Cancer Wisconsin (Diagnostic),15,NA,NA,NA,NA
RAW,02-Breast Cancer Wisconsin (Diagnostic),16,NA,NA,NA,NA
RAW,02-Breast Cancer Wisconsin (Diagnostic),17,NA,NA,NA,NA
RAW,02-Breast Cancer Wisconsin (Diagnostic),18,NA,NA,NA,NA
RAW,02-Breast Cancer Wisconsin (Diagnostic),19,NA,NA,NA,NA
RAW,02-Breast Cancer Wisconsin (Diagnostic),20,NA,NA,NA,NA
RAW,02-Breast Cancer Wisconsin (Diagnostic),21,NA,NA,NA,NA
RAW,02-Breast Cancer Wisconsin (Diagnostic),22,NA,NA,NA,NA
RAW,02-Breast Cancer Wisconsin (Diagnostic),23,NA,NA,NA,NA
RAW,02-Breast Cancer Wisconsin (Diagnostic),24,NA,NA,NA,NA
RAW,02-Breast Cancer Wisconsin (Diagnostic),25,NA,NA,NA,NA
RAW,02-Breast Cancer Wisconsin (Diagnostic),26,NA,NA,NA,NA
RAW,02-Breast Cancer Wisconsin (Diagnostic),27,NA,NA,NA,NA
RAW,02-Breast Cancer Wisconsin (Diagnostic),28,NA,NA,NA,NA
RAW,02-Breast Cancer Wisconsin (Diagnostic),29,NA,NA,NA,NA
RAW,02-Breast Cancer Wisconsin (Diagnostic),30,NA,NA,NA,NA
RAW,02-Breast Cancer Wisconsin (Diagnostic),31,NA,NA,NA,NA
RAW,02-Breast Cancer Wisconsin (Diagnostic),32,NA,NA,NA,NA
RAW,02-Breast Cancer Wisconsin (Diagnostic),33,NA,NA,NA,NA
RAW,02-Breast Cancer Wisconsin (Diagnostic),34,NA,NA,NA,NA
RAW,02-Breast Cancer Wisconsin (Diagnostic),35,NA,NA,NA,NA
RAW,02-Breast Cancer Wisconsin (Diagnostic),36,NA,NA,NA,NA
RAW,02-Breast Cancer Wisconsin (Diagnostic),37,NA,NA,NA,NA
RAW,02-Breast Cancer Wisconsin (Diagnostic),38,NA,NA,NA,NA
RAW,02-Breast Cancer Wisconsin (Diagnostic),39,NA,NA,NA,NA
RAW,02-Breast Cancer Wisconsin (Diagnostic),40,NA,NA,NA,NA
RAW,02-Breast Cancer Wisconsin (Diagnostic),41,NA,NA,NA,NA
RAW,02-Breast Cancer Wisconsin (Diagnostic),42,NA,NA,NA,NA
RAW,02-Breast Cancer Wisconsin (Diagnostic),43,NA,NA,NA,NA
RAW,02-Breast Cancer Wisconsin (Diagnostic),44,NA,NA,NA,NA
RAW,02-Breast Cancer Wisconsin (Diagnostic),45,NA,NA,NA,NA
RAW,02-Breast Cancer Wisconsin (Diagnostic),46,NA,NA,NA,NA
RAW,02-Breast Cancer Wisconsin (Diagnostic),48,NA,NA,NA,NA
RAW,02-Breast Cancer Wisconsin (Diagnostic),49,NA,NA,NA,NA
RAW,03-Pima Indians Diabetes,time,NA,NA,NA,NA
RAW,03-Pima Indians Diabetes,v1,NA,NA,NA,NA
RAW,03-Pima Indians Diabetes,v2,NA,NA,NA,NA
RAW,03-Pima Indians Diabetes,v3,NA,NA,NA,NA
RAW,03-Pima Indians Diabetes,v4,NA,NA,NA,NA
RAW,03-Pima Indians Diabetes,v5,NA,NA,NA,NA
RAW,03-Pima Indians Diabetes,v6,NA,NA,NA,NA
RAW,03-Pima Indians Diabetes,v7,NA,NA,NA,NA
RAW,03-Pima Indians Diabetes,v8,NA,NA,NA,NA
RAW,03-Pima Indians Diabetes,v9,NA,NA,NA,NA
RAW,03-Pima Indians Diabetes,v10,NA,NA,NA,NA
RAW,03-Pima Indians Diabetes,v11,NA,NA,NA,NA
RAW,03-Pima Indians Diabetes,v12,NA,NA,NA,NA
RAW,03-Pima Indians Diabetes,v13,NA,NA,NA,NA
RAW,03-Pima Indians Diabetes,v14,NA,NA,NA,NA
RAW,03-Pima Indians Diabetes,v15,NA,NA,NA,NA
RAW,03-Pima Indians Diabetes,v16,NA,NA,NA,NA
RAW,03-Pima Indians Diabetes,v17,NA,NA,NA,NA
RAW,03-Pima Indians Diabetes,v18,NA,NA,NA,NA
RAW,03-Pima Indians Diabetes,v19,NA,NA,NA,NA
RAW,03-Pima Indians Diabetes,v20,NA,NA,NA,NA
